Month,Source,Megawatthours
9/22/22,other renewables thousand megawatthours,46079.58966
8/22/22,other renewables thousand megawatthours,44944.92266
7/22/22,other renewables thousand megawatthours,51345.41637
6/22/22,other renewables thousand megawatthours,55482.34296
5/22/22,other renewables thousand megawatthours,62683.67119
4/22/22,other renewables thousand megawatthours,64808.91979
3/22/22,other renewables thousand megawatthours,60705.97234
2/22/22,other renewables thousand megawatthours,52915.21482
1/22/22,other renewables thousand megawatthours,52366.37193
12/21/22,other renewables thousand megawatthours,52094.35389
11/21/22,other renewables thousand megawatthours,49194.91245
10/21/22,other renewables thousand megawatthours,47077.07042
9/21/22,other renewables thousand megawatthours,45997.30841
8/21/22,other renewables thousand megawatthours,45159.0897
7/21/22,other renewables thousand megawatthours,40002.89243
6/21/22,other renewables thousand megawatthours,44702.89359
5/21/22,other renewables thousand megawatthours,52058.7264
4/21/22,other renewables thousand megawatthours,52587.73171
3/21/22,other renewables thousand megawatthours,54425.47933
2/21/22,other renewables thousand megawatthours,38591.23158
1/21/22,other renewables thousand megawatthours,41790.32587
12/20/22,other renewables thousand megawatthours,43202.47546
11/20/22,other renewables thousand megawatthours,44698.69398
10/20/22,other renewables thousand megawatthours,41524.63333
9/20/22,other renewables thousand megawatthours,36584.60925
8/20/22,other renewables thousand megawatthours,38388.5287
7/20/22,other renewables thousand megawatthours,39370.89061
6/20/22,other renewables thousand megawatthours,45419.83582
5/20/22,other renewables thousand megawatthours,43901.50433
4/20/22,other renewables thousand megawatthours,43453.30806
3/20/22,other renewables thousand megawatthours,41951.27314
2/20/22,other renewables thousand megawatthours,40534.25509
1/20/22,other renewables thousand megawatthours,38708.06978
12/19/22,other renewables thousand megawatthours,36268.11001
11/19/22,other renewables thousand megawatthours,35194.18356
10/19/22,other renewables thousand megawatthours,39495.36994
9/19/22,other renewables thousand megawatthours,37438.74116
8/19/22,other renewables thousand megawatthours,34422.07451
7/19/22,other renewables thousand megawatthours,36724.01301
6/19/22,other renewables thousand megawatthours,36485.38188
5/19/22,other renewables thousand megawatthours,38897.54376
4/19/22,other renewables thousand megawatthours,41238.33095
3/19/22,other renewables thousand megawatthours,37935.0336
2/19/22,other renewables thousand megawatthours,32291.06715
1/19/22,other renewables thousand megawatthours,34409.12645
12/18/22,other renewables thousand megawatthours,34065.34506
11/18/22,other renewables thousand megawatthours,32077.20806
10/18/22,other renewables thousand megawatthours,32396.00932
9/18/22,other renewables thousand megawatthours,30678.65375
8/18/22,other renewables thousand megawatthours,33296.22076
7/18/22,other renewables thousand megawatthours,30070.54876
6/18/22,other renewables thousand megawatthours,38608.10134
5/18/22,other renewables thousand megawatthours,37268.03709
4/18/22,other renewables thousand megawatthours,38503.0881
3/18/22,other renewables thousand megawatthours,38255.90114
2/18/22,other renewables thousand megawatthours,33311.01077
1/18/22,other renewables thousand megawatthours,35761.70169
12/17/22,other renewables thousand megawatthours,32246.10665
11/17/22,other renewables thousand megawatthours,32359.22625
10/17/22,other renewables thousand megawatthours,35263.6161
9/17/22,other renewables thousand megawatthours,29297.01565
8/17/22,other renewables thousand megawatthours,26185.84086
7/17/22,other renewables thousand megawatthours,28588.48165
6/17/22,other renewables thousand megawatthours,32774.40649
5/17/22,other renewables thousand megawatthours,35192.77439
4/17/22,other renewables thousand megawatthours,36513.90757
3/17/22,other renewables thousand megawatthours,36935.25707
2/17/22,other renewables thousand megawatthours,30963.82055
1/17/22,other renewables thousand megawatthours,29929.2934
12/16/22,other renewables thousand megawatthours,32582.87261
11/16/22,other renewables thousand megawatthours,28819.10702
10/16/22,other renewables thousand megawatthours,29748.96804
9/16/22,other renewables thousand megawatthours,26529.37947
8/16/22,other renewables thousand megawatthours,24465.3212
7/16/22,other renewables thousand megawatthours,28372.4714
6/16/22,other renewables thousand megawatthours,26236.36075
5/16/22,other renewables thousand megawatthours,28711.06101
4/16/22,other renewables thousand megawatthours,29666.44452
3/16/22,other renewables thousand megawatthours,31084.07116
2/16/22,other renewables thousand megawatthours,28737.86822
1/16/22,other renewables thousand megawatthours,26679.02291
12/15/22,other renewables thousand megawatthours,28601.90271
11/15/22,other renewables thousand megawatthours,28064.82174
10/15/22,other renewables thousand megawatthours,24708.02183
9/15/22,other renewables thousand megawatthours,22647.38039
8/15/22,other renewables thousand megawatthours,22821.39226
7/15/22,other renewables thousand megawatthours,23454.49665
6/15/22,other renewables thousand megawatthours,22560.65293
5/15/22,other renewables thousand megawatthours,26182.20495
4/15/22,other renewables thousand megawatthours,26494.35636
3/15/22,other renewables thousand megawatthours,23943.3078
2/15/22,other renewables thousand megawatthours,22561.31617
1/15/22,other renewables thousand megawatthours,23121.04993
12/14/22,other renewables thousand megawatthours,22621.45863
11/14/22,other renewables thousand megawatthours,26807.47505
10/14/22,other renewables thousand megawatthours,22718.45051
9/14/22,other renewables thousand megawatthours,19893.35736
8/14/22,other renewables thousand megawatthours,19020.80881
7/14/22,other renewables thousand megawatthours,21044.18466
6/14/22,other renewables thousand megawatthours,24464.12929
5/14/22,other renewables thousand megawatthours,23822.30574
4/14/22,other renewables thousand megawatthours,26475.80569
3/14/22,other renewables thousand megawatthours,25850.67852
2/14/22,other renewables thousand megawatthours,21000.8236
1/14/22,other renewables thousand megawatthours,25493.22013
12/13/22,other renewables thousand megawatthours,21625.88278
11/13/22,other renewables thousand megawatthours,23030.46783
10/13/22,other renewables thousand megawatthours,21057.54274
9/13/22,other renewables thousand megawatthours,18991.31617
8/13/22,other renewables thousand megawatthours,17381.9058
7/13/22,other renewables thousand megawatthours,18592.80641
6/13/22,other renewables thousand megawatthours,20954.23384
5/13/22,other renewables thousand megawatthours,23254.25731
4/13/22,other renewables thousand megawatthours,23960.84797
3/13/22,other renewables thousand megawatthours,22810.18819
2/13/22,other renewables thousand megawatthours,20330.38694
1/13/22,other renewables thousand megawatthours,21518.23042
12/12/22,other renewables thousand megawatthours,21400.67405
11/12/22,other renewables thousand megawatthours,18217.13181
10/12/22,other renewables thousand megawatthours,19225.17658
9/12/22,other renewables thousand megawatthours,15401.50605
8/12/22,other renewables thousand megawatthours,15330.49444
7/12/22,other renewables thousand megawatthours,15726.31287
6/12/22,other renewables thousand megawatthours,18469.42585
5/12/22,other renewables thousand megawatthours,18897.91524
4/12/22,other renewables thousand megawatthours,18563.196
3/12/22,other renewables thousand megawatthours,20201.17419
2/12/22,other renewables thousand megawatthours,16995.7147
1/12/22,other renewables thousand megawatthours,19904.25954
12/11/22,other renewables thousand megawatthours,17185.31496
11/11/22,other renewables thousand megawatthours,18589.43134
10/11/22,other renewables thousand megawatthours,16549.79798
9/11/22,other renewables thousand megawatthours,13047.84788
8/11/22,other renewables thousand megawatthours,14053.53748
7/11/22,other renewables thousand megawatthours,14000.44504
6/11/22,other renewables thousand megawatthours,17284.12333
5/11/22,other renewables thousand megawatthours,17637.89875
4/11/22,other renewables thousand megawatthours,18125.23146
3/11/22,other renewables thousand megawatthours,16650.01181
2/11/22,other renewables thousand megawatthours,16115.56676
1/11/22,other renewables thousand megawatthours,14741.98548
12/10/22,other renewables thousand megawatthours,15358.63431
11/10/22,other renewables thousand megawatthours,15782.28754
10/10/22,other renewables thousand megawatthours,13791.0768
9/10/22,other renewables thousand megawatthours,13227.41046
8/10/22,other renewables thousand megawatthours,13100.07661
7/10/22,other renewables thousand megawatthours,13107.1365
6/10/22,other renewables thousand megawatthours,14209.22031
5/10/22,other renewables thousand megawatthours,14630.82261
4/10/22,other renewables thousand megawatthours,15607.22887
3/10/22,other renewables thousand megawatthours,14653.61964
2/10/22,other renewables thousand megawatthours,10900.52455
1/10/22,other renewables thousand megawatthours,12804.96887
12/9/22,other renewables thousand megawatthours,13060.66111
11/9/22,other renewables thousand megawatthours,12810.0734
10/9/22,other renewables thousand megawatthours,12668.07782
9/9/22,other renewables thousand megawatthours,10524.41453
8/9/22,other renewables thousand megawatthours,11790.89806
7/9/22,other renewables thousand megawatthours,11187.13007
6/9/22,other renewables thousand megawatthours,11467.48249
5/9/22,other renewables thousand megawatthours,11864.46773
4/9/22,other renewables thousand megawatthours,12985.92322
3/9/22,other renewables thousand megawatthours,12949.53168
2/9/22,other renewables thousand megawatthours,11230.67809
1/9/22,other renewables thousand megawatthours,11739.3651
12/8/22,other renewables thousand megawatthours,12390.07683
11/8/22,other renewables thousand megawatthours,10782.47354
10/8/22,other renewables thousand megawatthours,10647.06888
9/8/22,other renewables thousand megawatthours,8923.55057
8/8/22,other renewables thousand megawatthours,9514.34814
7/8/22,other renewables thousand megawatthours,10333.21035
6/8/22,other renewables thousand megawatthours,11144.83676
5/8/22,other renewables thousand megawatthours,11099.82949
4/8/22,other renewables thousand megawatthours,10971.00073
3/8/22,other renewables thousand megawatthours,10703.08856
2/8/22,other renewables thousand megawatthours,9348.76005
1/8/22,other renewables thousand megawatthours,10242.75916
12/7/22,other renewables thousand megawatthours,9552.78264
11/7/22,other renewables thousand megawatthours,9028.75999
10/7/22,other renewables thousand megawatthours,9361.56781
9/7/22,other renewables thousand megawatthours,8842.62655
8/7/22,other renewables thousand megawatthours,8894.67965
7/7/22,other renewables thousand megawatthours,8371.23945
6/7/22,other renewables thousand megawatthours,8548.92922
5/7/22,other renewables thousand megawatthours,8620.98714
4/7/22,other renewables thousand megawatthours,8693.00233
3/7/22,other renewables thousand megawatthours,8778.47553
2/7/22,other renewables thousand megawatthours,7876.86761
1/7/22,other renewables thousand megawatthours,8667.59346
12/6/22,other renewables thousand megawatthours,8504.52746
11/6/22,other renewables thousand megawatthours,8304.36634
10/6/22,other renewables thousand megawatthours,8294.69361
9/6/22,other renewables thousand megawatthours,7720.3939
8/6/22,other renewables thousand megawatthours,7893.94045
7/6/22,other renewables thousand megawatthours,8121.4469
6/6/22,other renewables thousand megawatthours,7782.45339
5/6/22,other renewables thousand megawatthours,8035.67013
4/6/22,other renewables thousand megawatthours,7859.9452
3/6/22,other renewables thousand megawatthours,8199.05401
2/6/22,other renewables thousand megawatthours,7374.01837
1/6/22,other renewables thousand megawatthours,8434.98289
12/5/22,other renewables thousand megawatthours,7756.00119
11/5/22,other renewables thousand megawatthours,7322.11699
10/5/22,other renewables thousand megawatthours,7182.04439
9/5/22,other renewables thousand megawatthours,7293.90405
8/5/22,other renewables thousand megawatthours,7236.10184
7/5/22,other renewables thousand megawatthours,7564.64011
6/5/22,other renewables thousand megawatthours,7636.09584
5/5/22,other renewables thousand megawatthours,7543.73968
4/5/22,other renewables thousand megawatthours,7200.98977
3/5/22,other renewables thousand megawatthours,7368.68101
2/5/22,other renewables thousand megawatthours,6221.27994
1/5/22,other renewables thousand megawatthours,7003.80341
12/4/22,other renewables thousand megawatthours,7024.34
11/4/22,other renewables thousand megawatthours,6491.69963
10/4/22,other renewables thousand megawatthours,6850.75314
9/4/22,other renewables thousand megawatthours,6696.56386
8/4/22,other renewables thousand megawatthours,7026.63655
7/4/22,other renewables thousand megawatthours,7267.05776
6/4/22,other renewables thousand megawatthours,7098.13732
5/4/22,other renewables thousand megawatthours,7339.34665
4/4/22,other renewables thousand megawatthours,6895.28552
3/4/22,other renewables thousand megawatthours,7000.59234
2/4/22,other renewables thousand megawatthours,6489.22123
1/4/22,other renewables thousand megawatthours,6887.68937
12/3/22,other renewables thousand megawatthours,7067.07501
11/3/22,other renewables thousand megawatthours,6530.63431
10/3/22,other renewables thousand megawatthours,6547.6885
9/3/22,other renewables thousand megawatthours,6536.95547
8/3/22,other renewables thousand megawatthours,6790.04961
7/3/22,other renewables thousand megawatthours,7009.08341
6/3/22,other renewables thousand megawatthours,6678.13294
5/3/22,other renewables thousand megawatthours,6472.6485
4/3/22,other renewables thousand megawatthours,6673.73332
3/3/22,other renewables thousand megawatthours,6718.66204
2/3/22,other renewables thousand megawatthours,5961.654
1/3/22,other renewables thousand megawatthours,6500.47424
12/2/22,other renewables thousand megawatthours,6496.89033
11/2/22,other renewables thousand megawatthours,6249.64759
10/2/22,other renewables thousand megawatthours,6559.19684
9/2/22,other renewables thousand megawatthours,6581.91716
8/2/22,other renewables thousand megawatthours,7044.04368
7/2/22,other renewables thousand megawatthours,7056.43894
6/2/22,other renewables thousand megawatthours,7065.74605
5/2/22,other renewables thousand megawatthours,6759.52683
4/2/22,other renewables thousand megawatthours,6542.95746
3/2/22,other renewables thousand megawatthours,6354.03131
2/2/22,other renewables thousand megawatthours,5799.77426
1/2/22,other renewables thousand megawatthours,6599.00197
12/1/22,other renewables thousand megawatthours,6038.20602
11/1/22,other renewables thousand megawatthours,5712.8353
10/1/22,other renewables thousand megawatthours,6050.47265
9/1/22,other renewables thousand megawatthours,5769.67347
8/1/22,other renewables thousand megawatthours,6293.25424
7/1/22,other renewables thousand megawatthours,6244.48122
6/1/22,other renewables thousand megawatthours,5964.40297
5/1/22,other renewables thousand megawatthours,5738.13593
4/1/22,other renewables thousand megawatthours,5826.69119
3/1/22,other renewables thousand megawatthours,5795.22128
2/1/22,other renewables thousand megawatthours,5310.33555
1/1/22,other renewables thousand megawatthours,6024.93415
9/22/22,wind thousand megawatthours,27024.30655
8/22/22,wind thousand megawatthours,24344.58147
7/22/22,wind thousand megawatthours,29269.06338
6/22/22,wind thousand megawatthours,33478.67943
5/22/22,wind thousand megawatthours,41645.05821
4/22/22,wind thousand megawatthours,45929.79868
3/22/22,wind thousand megawatthours,43015.75187
2/22/22,wind thousand megawatthours,37992.48918
1/22/22,wind thousand megawatthours,38083.97394
12/21/22,wind thousand megawatthours,39849.02762
11/21/22,wind thousand megawatthours,35751.09063
10/21/22,wind thousand megawatthours,32215.11144
9/21/22,wind thousand megawatthours,28997.8029
8/21/22,wind thousand megawatthours,27071.12204
7/21/22,wind thousand megawatthours,21715.55151
6/21/22,wind thousand megawatthours,26671.53368
5/21/22,wind thousand megawatthours,33786.50791
4/21/22,wind thousand megawatthours,36157.80676
3/21/22,wind thousand megawatthours,39205.24802
2/21/22,wind thousand megawatthours,26715.50092
1/21/22,wind thousand megawatthours,30060.4714
12/20/22,wind thousand megawatthours,32010.64517
11/20/22,wind thousand megawatthours,33129.4051
10/20/22,wind thousand megawatthours,28822.66268
9/20/22,wind thousand megawatthours,23185.97755
8/20/22,wind thousand megawatthours,23029.3319
7/20/22,wind thousand megawatthours,22866.19821
6/20/22,wind thousand megawatthours,30212.40523
5/20/22,wind thousand megawatthours,28377.50536
4/20/22,wind thousand megawatthours,29752.22898
3/20/22,wind thousand megawatthours,29319.78293
2/20/22,wind thousand megawatthours,29110.49454
1/20/22,wind thousand megawatthours,28121.41138
12/19/22,wind thousand megawatthours,26643.83983
11/19/22,wind thousand megawatthours,25184.35888
10/19/22,wind thousand megawatthours,27624.5193
9/19/22,wind thousand megawatthours,24513.46786
8/19/22,wind thousand megawatthours,19978.03073
7/19/22,wind thousand megawatthours,22100.72207
6/19/22,wind thousand megawatthours,22445.97049
5/19/22,wind thousand megawatthours,25779.38696
4/19/22,wind thousand megawatthours,28915.30603
3/19/22,wind thousand megawatthours,25772.67842
2/19/22,wind thousand megawatthours,22622.75342
1/19/22,wind thousand megawatthours,24301.4495
12/18/22,wind thousand megawatthours,24306.28369
11/18/22,wind thousand megawatthours,22015.7339
10/18/22,wind thousand megawatthours,21193.89801
9/18/22,wind thousand megawatthours,18519.67063
8/18/22,wind thousand megawatthours,19846.43699
7/18/22,wind thousand megawatthours,16446.57439
6/18/22,wind thousand megawatthours,24702.85593
5/18/22,wind thousand megawatthours,23953.12766
4/18/22,wind thousand megawatthours,26430.85718
3/18/22,wind thousand megawatthours,26463.70391
2/18/22,wind thousand megawatthours,23189.48924
1/18/22,wind thousand megawatthours,25598.8222
12/17/22,wind thousand megawatthours,22200.68098
11/17/22,wind thousand megawatthours,22614.8668
10/17/22,wind thousand megawatthours,24368.70291
9/17/22,wind thousand megawatthours,17911.77474
8/17/22,wind thousand megawatthours,13878.84827
7/17/22,wind thousand megawatthours,16119.99604
6/17/22,wind thousand megawatthours,20141.74696
5/17/22,wind thousand megawatthours,23067.63856
4/17/22,wind thousand megawatthours,25377.94296
3/17/22,wind thousand megawatthours,25730.61672
2/17/22,wind thousand megawatthours,22091.10927
1/17/22,wind thousand megawatthours,20798.77101
12/16/22,wind thousand megawatthours,23145.52474
11/16/22,wind thousand megawatthours,19405.64211
10/16/22,wind thousand megawatthours,20335.38978
9/16/22,wind thousand megawatthours,16403.64017
8/16/22,wind thousand megawatthours,13589.32615
7/16/22,wind thousand megawatthours,17618.35712
6/16/22,wind thousand megawatthours,16303.4413
5/16/22,wind thousand megawatthours,18847.89867
4/16/22,wind thousand megawatthours,20799.30345
3/16/22,wind thousand megawatthours,21939.40933
2/16/22,wind thousand megawatthours,20138.2278
1/16/22,wind thousand megawatthours,18466.40151
12/15/22,wind thousand megawatthours,20098.37277
11/15/22,wind thousand megawatthours,19681.71564
10/15/22,wind thousand megawatthours,16380.03853
9/15/22,wind thousand megawatthours,13971.56651
8/15/22,wind thousand megawatthours,13080.02756
7/15/22,wind thousand megawatthours,13675.44937
6/15/22,wind thousand megawatthours,13421.26619
5/15/22,wind thousand megawatthours,17151.34131
4/15/22,wind thousand megawatthours,17867.14921
3/15/22,wind thousand megawatthours,15307.92894
2/15/22,wind thousand megawatthours,14921.54534
1/15/22,wind thousand megawatthours,15162.14633
12/14/22,wind thousand megawatthours,14711.24947
11/14/22,wind thousand megawatthours,18866.92881
10/14/22,wind thousand megawatthours,14507.93111
9/14/22,wind thousand megawatthours,11519.76842
8/14/22,wind thousand megawatthours,10170.52076
7/14/22,wind thousand megawatthours,12187.39242
6/14/22,wind thousand megawatthours,15798.81712
5/14/22,wind thousand megawatthours,15601.36684
4/14/22,wind thousand megawatthours,18635.54917
3/14/22,wind thousand megawatthours,17735.8829
2/14/22,wind thousand megawatthours,14008.66045
1/14/22,wind thousand megawatthours,17911.21433
12/13/22,wind thousand megawatthours,13967.05881
11/13/22,wind thousand megawatthours,15803.25968
10/13/22,wind thousand megawatthours,13635.01809
9/13/22,wind thousand megawatthours,11674.08115
8/13/22,wind thousand megawatthours,9633.88368
7/13/22,wind thousand megawatthours,11093.61355
6/13/22,wind thousand megawatthours,13748.10576
5/13/22,wind thousand megawatthours,16238.70213
4/13/22,wind thousand megawatthours,17476.27429
3/13/22,wind thousand megawatthours,15755.65337
2/13/22,wind thousand megawatthours,14075.59068
1/13/22,wind thousand megawatthours,14738.50426
12/12/22,wind thousand megawatthours,14523.51758
11/12/22,wind thousand megawatthours,11648.4968
10/12/22,wind thousand megawatthours,12635.90112
9/12/22,wind thousand megawatthours,8789.86546
8/12/22,wind thousand megawatthours,8469.41899
7/12/22,wind thousand megawatthours,8823.083
6/12/22,wind thousand megawatthours,11972.15949
5/12/22,wind thousand megawatthours,12540.32427
4/12/22,wind thousand megawatthours,12709.03261
3/12/22,wind thousand megawatthours,14027.34496
2/12/22,wind thousand megawatthours,11051.71417
1/12/22,wind thousand megawatthours,13630.85627
12/11/22,wind thousand megawatthours,10655.77473
11/11/22,wind thousand megawatthours,12438.55312
10/11/22,wind thousand megawatthours,10525.42896
9/11/22,wind thousand megawatthours,6869.0293
8/11/22,wind thousand megawatthours,7473.59402
7/11/22,wind thousand megawatthours,7488.62905
6/11/22,wind thousand megawatthours,10985.06912
5/11/22,wind thousand megawatthours,11772.16075
4/11/22,wind thousand megawatthours,12421.65683
3/11/22,wind thousand megawatthours,10544.64605
2/11/22,wind thousand megawatthours,10451.5619
1/11/22,wind thousand megawatthours,8550.4948
12/10/22,wind thousand megawatthours,9059.29736
11/10/22,wind thousand megawatthours,9747.6191
10/10/22,wind thousand megawatthours,7943.80761
9/10/22,wind thousand megawatthours,7105.5022
8/10/22,wind thousand megawatthours,6685.85505
7/10/22,wind thousand megawatthours,6723.89118
6/10/22,wind thousand megawatthours,8049.02142
5/10/22,wind thousand megawatthours,8697.52487
4/10/22,wind thousand megawatthours,9764.45598
3/10/22,wind thousand megawatthours,8589.07682
2/10/22,wind thousand megawatthours,5431.85793
1/10/22,wind thousand megawatthours,6854.33658
12/9/22,wind thousand megawatthours,6906.05833
11/9/22,wind thousand megawatthours,6875.18302
10/9/22,wind thousand megawatthours,6813.62592
9/9/22,wind thousand megawatthours,4650.70788
8/9/22,wind thousand megawatthours,5464.47362
7/9/22,wind thousand megawatthours,4954.94132
6/9/22,wind thousand megawatthours,5599.42191
5/9/22,wind thousand megawatthours,6261.9611
4/9/22,wind thousand megawatthours,7457.69602
3/9/22,wind thousand megawatthours,7099.06292
2/9/22,wind thousand megawatthours,5852.17501
1/9/22,wind thousand megawatthours,5950.82465
12/8/22,wind thousand megawatthours,6615.89854
11/8/22,wind thousand megawatthours,4993.64564
10/8/22,wind thousand megawatthours,4756.40094
9/8/22,wind thousand megawatthours,3111.45182
8/8/22,wind thousand megawatthours,3264.40615
7/8/22,wind thousand megawatthours,4008.40059
6/8/22,wind thousand megawatthours,5140.3764
5/8/22,wind thousand megawatthours,5340.28392
4/8/22,wind thousand megawatthours,5225.28203
3/8/22,wind thousand megawatthours,4782.01995
2/8/22,wind thousand megawatthours,3851.7487
1/8/22,wind thousand megawatthours,4273.1854
12/7/22,wind thousand megawatthours,3490.23188
11/7/22,wind thousand megawatthours,3095.03643
10/7/22,wind thousand megawatthours,3376.54028
9/7/22,wind thousand megawatthours,2866.72155
8/7/22,wind thousand megawatthours,2699.36469
7/7/22,wind thousand megawatthours,2158.37244
6/7/22,wind thousand megawatthours,2620.41645
5/7/22,wind thousand megawatthours,2952.34063
4/7/22,wind thousand megawatthours,3171.70315
3/7/22,wind thousand megawatthours,3047.09243
2/7/22,wind thousand megawatthours,2519.79285
1/7/22,wind thousand megawatthours,2452.31464
12/6/22,wind thousand megawatthours,2471.68958
11/6/22,wind thousand megawatthours,2540.48864
10/6/22,wind thousand megawatthours,2442.12988
9/6/22,wind thousand megawatthours,1879.14378
8/6/22,wind thousand megawatthours,1655.18688
7/6/22,wind thousand megawatthours,1955.06423
6/6/22,wind thousand megawatthours,2051.76563
5/6/22,wind thousand megawatthours,2458.6826
4/6/22,wind thousand megawatthours,2471.76225
3/6/22,wind thousand megawatthours,2358.63174
2/6/22,wind thousand megawatthours,1921.95844
1/6/22,wind thousand megawatthours,2382.63335
12/5/22,wind thousand megawatthours,1827.81389
11/5/22,wind thousand megawatthours,1609.69148
10/5/22,wind thousand megawatthours,1446.18982
9/5/22,wind thousand megawatthours,1468.34696
8/5/22,wind thousand megawatthours,1138.03152
7/5/22,wind thousand megawatthours,1420.94183
6/5/22,wind thousand megawatthours,1796.92435
5/5/22,wind thousand megawatthours,1746.42955
4/5/22,wind thousand megawatthours,1697.5037
3/5/22,wind thousand megawatthours,1560.62565
2/5/22,wind thousand megawatthours,966.48178
1/5/22,wind thousand megawatthours,1131.5685
12/4/22,wind thousand megawatthours,1172.00867
11/4/22,wind thousand megawatthours,932.203
10/4/22,wind thousand megawatthours,1028.87272
9/4/22,wind thousand megawatthours,1089.61523
8/4/22,wind thousand megawatthours,1050.71885
7/4/22,wind thousand megawatthours,1164.37009
6/4/22,wind thousand megawatthours,1397.20574
5/4/22,wind thousand megawatthours,1701.65148
4/4/22,wind thousand megawatthours,1294.8568
3/4/22,wind thousand megawatthours,1291.224
2/4/22,wind thousand megawatthours,1021.56897
1/4/22,wind thousand megawatthours,999.44521
12/3/22,wind thousand megawatthours,1104.881
11/3/22,wind thousand megawatthours,961.432
10/3/22,wind thousand megawatthours,897.161
9/3/22,wind thousand megawatthours,895.054
8/3/22,wind thousand megawatthours,815.429
7/3/22,wind thousand megawatthours,953.396
6/3/22,wind thousand megawatthours,1047.144
5/3/22,wind thousand megawatthours,1006.383
4/3/22,wind thousand megawatthours,1092.766
3/3/22,wind thousand megawatthours,1036.104
2/3/22,wind thousand megawatthours,745.375
1/3/22,wind thousand megawatthours,632.34
12/2/22,wind thousand megawatthours,755.194
11/2/22,wind thousand megawatthours,655.946
10/2/22,wind thousand megawatthours,734.355
9/2/22,wind thousand megawatthours,735.828
8/2/22,wind thousand megawatthours,976.691
7/2/22,wind thousand megawatthours,890.455
6/2/22,wind thousand megawatthours,1126.315
5/2/22,wind thousand megawatthours,1077.641
4/2/22,wind thousand megawatthours,1024.417
3/2/22,wind thousand megawatthours,852.102
2/2/22,wind thousand megawatthours,713.932
1/2/22,wind thousand megawatthours,811.402
12/1/22,wind thousand megawatthours,615.657
11/1/22,wind thousand megawatthours,470.448
10/1/22,wind thousand megawatthours,606.829
9/1/22,wind thousand megawatthours,490.229
8/1/22,wind thousand megawatthours,577.206
7/1/22,wind thousand megawatthours,634.992
6/1/22,wind thousand megawatthours,669.634
5/1/22,wind thousand megawatthours,635.029
4/1/22,wind thousand megawatthours,684.695
3/1/22,wind thousand megawatthours,532.12
2/1/22,wind thousand megawatthours,431.242
1/1/22,wind thousand megawatthours,389.25
9/22/22,all utility-scale solar thousand megawatthours,13404.89546
8/22/22,all utility-scale solar thousand megawatthours,14375.11613
7/22/22,all utility-scale solar thousand megawatthours,15685.90245
6/22/22,all utility-scale solar thousand megawatthours,15952.77425
5/22/22,all utility-scale solar thousand megawatthours,15160.72095
4/22/22,all utility-scale solar thousand megawatthours,13438.28675
3/22/22,all utility-scale solar thousand megawatthours,11867.9625
2/22/22,all utility-scale solar thousand megawatthours,9311.76123
1/22/22,all utility-scale solar thousand megawatthours,8158.23724
12/21/22,all utility-scale solar thousand megawatthours,6090.86526
11/21/22,all utility-scale solar thousand megawatthours,7795.101
10/21/22,all utility-scale solar thousand megawatthours,9268.03855
9/21/22,all utility-scale solar thousand megawatthours,11214.24963
8/21/22,all utility-scale solar thousand megawatthours,11966.82782
7/21/22,all utility-scale solar thousand megawatthours,12191.6812
6/21/22,all utility-scale solar thousand megawatthours,12196.77663
5/21/22,all utility-scale solar thousand megawatthours,12457.16045
4/21/22,all utility-scale solar thousand megawatthours,10891.71409
3/21/22,all utility-scale solar thousand megawatthours,9296.18165
2/21/22,all utility-scale solar thousand megawatthours,6330.40705
1/21/22,all utility-scale solar thousand megawatthours,5559.24502
12/20/22,all utility-scale solar thousand megawatthours,5091.42256
11/20/22,all utility-scale solar thousand megawatthours,5766.51939
10/20/22,all utility-scale solar thousand megawatthours,7085.18487
9/20/22,all utility-scale solar thousand megawatthours,7732.32157
8/20/22,all utility-scale solar thousand megawatthours,9315.42156
7/20/22,all utility-scale solar thousand megawatthours,10609.77315
6/20/22,all utility-scale solar thousand megawatthours,9654.00577
5/20/22,all utility-scale solar thousand megawatthours,9653.40589
4/20/22,all utility-scale solar thousand megawatthours,7920.7291
3/20/22,all utility-scale solar thousand megawatthours,6349.64464
2/20/22,all utility-scale solar thousand megawatthours,5561.4092
1/20/22,all utility-scale solar thousand megawatthours,4458.87743
12/19/22,all utility-scale solar thousand megawatthours,3453.07527
11/19/22,all utility-scale solar thousand megawatthours,4363.99289
10/19/22,all utility-scale solar thousand megawatthours,6093.46647
9/19/22,all utility-scale solar thousand megawatthours,6817.21992
8/19/22,all utility-scale solar thousand megawatthours,7876.55371
7/19/22,all utility-scale solar thousand megawatthours,8132.64079
6/19/22,all utility-scale solar thousand megawatthours,7971.09298
5/19/22,all utility-scale solar thousand megawatthours,7161.89697
4/19/22,all utility-scale solar thousand megawatthours,6752.27638
3/19/22,all utility-scale solar thousand megawatthours,5898.62563
2/19/22,all utility-scale solar thousand megawatthours,3835.77281
1/19/22,all utility-scale solar thousand megawatthours,3580.20841
12/18/22,all utility-scale solar thousand megawatthours,3109.63979
11/18/22,all utility-scale solar thousand megawatthours,3742.76491
10/18/22,all utility-scale solar thousand megawatthours,4969.69097
9/18/22,all utility-scale solar thousand megawatthours,5960.90148
8/18/22,all utility-scale solar thousand megawatthours,6695.40796
7/18/22,all utility-scale solar thousand megawatthours,6754.8758
6/18/22,all utility-scale solar thousand megawatthours,7414.66701
